"Country or Territory","Station Name","WMO Station Number","National Station Id Number","Period","Element-Statistic Qualifier Code","Statistic Description","Unit","Jan","Jan Footnotes","Feb","Feb Footnotes","Mar","Mar Footnotes","Apr","Apr Footnotes","May","May Footnotes","Jun","Jun Footnotes","Jul","Jul Footnotes","Aug","Aug Footnotes","Sep","Sep Footnotes","Oct","Oct Footnotes","Nov","Nov Footnotes","Dec","Dec Footnotes","Annual","Annual Footnotes","Annual NCDC Computed Value","Annual NCDC Computed Value Footnotes"
"UNITED STATES OF AMERICA","SALEM, OR","72694","00357500","1961-1990","","Mean Monthly Value","cm","5.6","","3.8","",".5","","-9797.9","3","88888.8","1",".0","",".0","",".0","",".0","","88888.8","1",".8","","5.6","","16.3","","-9999.9","2"
"UNITED STATES OF AMERICA","PORTLAND OR","72698","00356751","1961-1990","","Mean Monthly Value","cm","4.6","","2.3","",".3","","88888.8","1","88888.8","1",".0","",".0","",".0","",".0","",".0","","1.3","","5.1","","13.6","","-9999.9","2"
"UNITED STATES OF AMERICA","CARIBOU/MUNICIPAL, ME","72712","00171175","1961-1990","","Mean Monthly Value","cm","64.3","","47.8","","49.0","","25.7","","2.5","","88888.8","1",".0","",".0","","88888.8","1","4.3","","33.3","","66.8","","293.7","","-9999.9","2"
"UNITED STATES OF AMERICA","SAULT STE. MARIE, MI","72734","00207366","1961-1990","","Mean Monthly Value","cm","84.8","","55.1","","38.1","","15.0","","1.5","",".0","",".0","",".0","",".3","","5.8","","40.6","","83.8","","325.0","","325.0",""
"UNITED STATES OF AMERICA","MARQUETTE/FAA ARPT MI","72743","00205184","1963-1990","","Mean Monthly Value","cm","89.4","","62.2","","73.4","","24.9","","3.8","","88888.8","1",".0","",".0","",".3","","13.2","","50.3","","92.5","","410.0","","-9999.9","2"
"UNITED STATES OF AMERICA","DULUTH/WSO AP MN","72745","00212248","1961-1990","","Mean Monthly Value","cm","43.7","","26.2","","35.8","","16.0","","1.5","",".0","",".0","",".0","","-9797.9","3","3.3","","29.0","","40.9","","196.4","","196.4",""
"UNITED STATES OF AMERICA","INTERNATIONAL FALLS/INT'L ARP,MN","72747","00214026","1961-1990","","Mean Monthly Value","cm","34.0","","22.6","","23.6","","14.5","","1.3","","-9797.9","3",".0","",".0","",".3","","4.8","","28.4","","32.5","","162.0","","162.0",""
"UNITED STATES OF AMERICA","FARGO/WSO AP ND","72753","00322859","1961-1990","","Mean Monthly Value","cm","25.4","","14.7","","18.8","","7.9","","-9797.9","3",".0","",".0","",".0","","88888.8","1","1.8","","13.5","","19.8","","101.9","","-9999.9","2"
"UNITED STATES OF AMERICA","BISMARCK/MUNICIPAL, ND","72764","00320819","1961-1990","","Mean Monthly Value","cm","18.5","","18.0","","20.8","","11.2","","1.8","",".0","",".0","",".0","",".8","","3.0","","14.7","","20.6","","109.4","","109.4",""
"UNITED STATES OF AMERICA","WILLISTON/SLOULIN FIELD, ND","72767","00329425","1962-1990","","Mean Monthly Value","cm","18.5","","11.9","","17.3","","12.7","","2.0","",".0","",".0","",".0","","1.0","","3.8","","11.4","","18.5","","97.1","","97.1",""
"UNITED STATES OF AMERICA","GLASGOW/INT'L ARPT MT","72768","00243558","1961-1990","","Mean Monthly Value","cm","17.0","","9.9","","10.7","","6.6","","1.5","",".0","",".0","",".0","",".5","","3.3","","7.1","","15.2","","71.8","","71.8",""
"UNITED STATES OF AMERICA","HELENA/COUNTY-CITY, MT","72772","00244055","1961-1990","","Mean Monthly Value","cm","23.1","","14.2","","18.8","","14.0","","4.3","",".3","","88888.8","1",".0","","4.1","","5.6","","12.7","","21.6","","118.7","","-9999.9","2"
"UNITED STATES OF AMERICA","MISSOULA/JOHNSON-BELL FIELD, MT","72773","00245745","1961-1990","","Mean Monthly Value","cm","34.0","","19.3","","16.3","","5.6","","2.5","","88888.8","1",".0","",".0","","-9797.9","3","2.5","","14.0","","29.5","","123.7","","-9999.9","2"
"UNITED STATES OF AMERICA","GREAT FALLS/INT'L ARPT MT","72775","00243751","1961-1990","","Mean Monthly Value","cm","28.2","","17.8","","27.9","","24.4","","4.8","",".5","",".0","",".0","","4.3","","8.6","","17.5","","25.1","","159.1","","159.1",""
"UNITED STATES OF AMERICA","KALISPELL MT","72779","00244558","1961-1990","","Mean Monthly Value","cm","43.7","","24.6","","16.0","","6.9","","2.3","","-9797.9","3",".0","",".0","",".3","","3.3","","19.6","","45.5","","162.2","","162.2",""
"UNITED STATES OF AMERICA","YAKIMA/YAKIMA AIR TERMINAL, WA","72781","00459465","1961-1990","","Mean Monthly Value","cm","19.6","","6.9","","3.3","","88888.8","1","88888.8","1",".0","",".0","",".0","",".0","",".3","","5.6","","24.1","","59.8","","-9999.9","2"
"UNITED STATES OF AMERICA","LEWISTON/WSO AP ID","72783","00105241","1961-1990","","Mean Monthly Value","cm","14.5","","5.6","","2.8","",".3","","88888.8","1",".0","",".0","",".0","",".0","",".3","","1.0","","12.2","","36.7","","-9999.9","2"
"UNITED STATES OF AMERICA","SPOKANE/INTL, WA","72785","00457938","1961-1990","","Mean Monthly Value","cm","36.1","","17.0","","9.1","","2.3","",".5","",".0","",".0","",".0","",".0","",".8","","16.3","","38.4","","120.5","","120.5",""
"UNITED STATES OF AMERICA","ASTORIA/CLATSOP, OR","72791","00350328","1961-1990","","Mean Monthly Value","cm","5.6","","1.0","","1.0","","-9797.9","3","88888.8","1",".0","",".0","",".0","",".0","","88888.8","1",".5","","3.6","","11.7","","-9999.9","2"
"UNITED STATES OF AMERICA","OLYMPIA, WA","72792","00456114","1961-1990","","Mean Monthly Value","cm","18.3","","9.1","","4.1","",".3","","88888.8","1","88888.8","1",".0","",".0","",".0","","88888.8","1","3.3","","12.2","","47.3","","-9999.9","2"
"UNITED STATES OF AMERICA","SEATTLE/SEATTLE-TACOMA INTL A,WA","72793","00457473","1961-1990","","Mean Monthly Value","cm","10.4","","3.0","","1.8","",".3","","88888.8","1",".0","",".0","",".0","",".0","",".3","","2.8","","7.9","","26.5","","-9999.9","2"
"UNITED STATES OF AMERICA","QUILLAYUTE STATE AP, WA","72797","00456858","1966-1990","","Mean Monthly Value","cm","14.0","","7.9","","4.6","","1.0","","88888.8","1",".0","",".0","",".0","","88888.8","1","88888.8","1","2.8","","7.4","","37.7","","-9999.9","2"
"UNITED STATES OF AMERICA","MILES CITY FAA AP, MT","74230","00245690","1961-1989","","Mean Monthly Value","cm","15.0","","11.9","","12.7","","10.2","","2.3","","-9797.9","3",".0","",".0","","1.0","","2.0","","11.4","","15.7","","82.2","","82.2",""
"UNITED STATES OF AMERICA","NEW YORK/JFK, NY","74486","00305803","1964-1990","","Mean Monthly Value","cm","19.6","","19.3","","7.9","","1.3","",".0","",".0","",".0","",".0","",".0","","88888.8","1",".8","","6.6","","55.5","","-9999.9","2"
"UNITED STATES OF AMERICA","MILTON/BLUE HILL OBSERVATORY MA","74492","00190736","1962-1990","","Mean Monthly Value","cm","39.4","","40.6","","26.9","","6.3","",".8","",".0","",".0","",".0","",".0","","1.0","","7.4","","29.7","","152.1","","152.1",""
"UNITED STATES OF AMERICA","SAN JUAN/ISLA VERDE INT'L ARP,PR","78526","00668812","1961-1990","","Mean Monthly Value","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","0.0",""
"UNITED STATES OF AMERICA","BARROW/W. POST W. ROGERS, AK","70026","00500546","1961-1990","","First Quartile","cm","1.8","","2.0","","1.5","","1.8","","1.8","","88888.8","1","88888.8","1",".5","","5.1","","9.4","","2.8","","2.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","KOTZEBUE/RALPH WIEN, AK","70133","00505076","1961-1990","","First Quartile","cm","7.6","","5.8","","5.8","","7.1","","88888.8","1",".0","",".0","",".0","","88888.8","1","10.4","","11.4","","13.7","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BETTLES/FIELD AK","70174","00500761","1961-1990","","First Quartile","cm","9.7","","8.9","","7.6","","8.1","","88888.8","1",".0","",".0","",".0","","88888.8","1","13.7","","17.3","","18.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","NOME, AK","70200","00506496","1961-1990","","First Quartile","cm","11.4","","5.6","","8.1","","6.6","","2.0","",".0","",".0","",".0","",".0","","4.6","","14.5","","12.4","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BETHEL/BETHEL AIRPORT, AK","70219","00500754","1961-1990","","First Quartile","cm","6.3","","4.3","","6.1","","6.6","","88888.8","1",".0","",".0","",".0","",".0","","4.3","","14.2","","9.4","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","MC GRATH/ARPT AK","70231","00505769","1961-1990","","First Quartile","cm","16.0","","9.7","","10.7","","5.8","","88888.8","1",".0","",".0","",".0","",".0","","18.0","","25.7","","31.5","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","TALKEETNA, AK","70251","00508976","1961-1990","","First Quartile","cm","20.3","","19.8","","19.0","","10.9","",".0","",".0","",".0","",".0","",".0","","9.9","","18.0","","22.9","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","FAIRBANKS/INTL, AK","70261","00502968","1961-1990","","First Quartile","cm","12.4","","6.6","","5.3","","2.5","",".0","",".0","",".0","",".0","","88888.8","1","14.7","","20.3","","15.2","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BIG DELTA/ALLEN AAF AK","70267","00500770","1961-1990","","First Quartile","cm","5.6","","5.8","","3.3","","2.0","",".0","",".0","",".0","",".0","","88888.8","1","16.3","","13.5","","8.9","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","GULKANA/INTERMEDIATE FIELD AK","70271","00503465","1961-1990","","First Quartile","cm","7.6","","6.3","","4.3","",".5","","88888.8","1",".0","",".0","",".0","",".0","","7.6","","10.4","","12.2","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ANCHORAGE/INTL, AK","70273","00500280","1961-1990","","First Quartile","cm","12.7","","10.9","","8.6","","4.1","",".0","",".0","",".0","",".0","",".0","","7.6","","7.6","","20.1","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","VALDEZ, AK","70275","00509686","1975-1989","","First Quartile","cm","84.8","","66.5","","57.4","","25.7","",".0","",".0","",".0","",".0","",".0","","2.0","","69.6","","144.5","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ST PAUL ISLAND/ARPT AK","70308","00508118","1961-1990","","First Quartile","cm","14.7","","12.4","","14.7","","8.4","","1.3","",".0","",".0","",".0","",".0","","2.3","","10.2","","13.2","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","COLD BAY, AK","70316","00502102","1961-1990","","First Quartile","cm","17.3","","20.8","","11.7","","8.9","",".8","",".0","",".0","",".0","",".0","","1.0","","8.9","","17.5","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","KING SALMON, AK","70326","00504766","1961-1990","","First Quartile","cm","9.9","","6.9","","6.9","","5.6","","88888.8","1",".0","",".0","",".0","",".0","","1.0","","9.9","","11.4","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","HOMER/ARPT AK","70341","00503665","1961-1990","","First Quartile","cm","15.5","","12.4","","7.4","",".5","",".0","",".0","",".0","",".0","",".0","","88888.8","1","7.1","","13.2","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","KODIAK/U S C G BASE AK","70350","00504988","1961-1990","","First Quartile","cm","12.2","","27.9","","16.3","","4.3","",".0","",".0","",".0","",".0","",".0","","88888.8","1","4.8","","16.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","YAKUTAT/STATE ARPT AK","70361","00509941","1961-1990","","First Quartile","cm","61.7","","32.0","","47.0","","15.2","","88888.8","1",".0","",".0","",".0","",".0","","88888.8","1","26.9","","52.8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","JUNEAU, AK","70381","00504100","1961-1990","","First Quartile","cm","32.5","","14.7","","5.1","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","9.7","","19.0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ANNETTE/WSO AIRPORT AK","70398","00500352","1961-1990","","First Quartile","cm","8.1","","2.5","","4.6","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","4.6","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","FLAGSTAFF/PULLIAM AP, AZ","72000","00023010","1961-1990","","First Quartile","cm","25.1","","23.6","","22.4","","4.1","",".0","",".0","",".0","",".0","",".0","",".0","","7.6","","13.2","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","LITTLE ROCK/ADAMS FIELD AR","72000","00034248","1961-1990","","First Quartile","cm","88888.8","1","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","LOS ANGELES/WBO CA","72000","00045115","1961-1985","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SAN FRANCISCO/MISSION DOLORES,CA","72000","00047772","1961-1988","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","WILMINGTON/GREATER WILMINGTON, DE","72000","00079595","1961-1990","","First Quartile","cm","6.1","","2.5","",".5","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1",".8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","DAYTONA BEACH WSO, FL","72000","00082158","1961-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","FORT MYERS WSO AP, FL","72000","00083186","1962-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","GAINESVILLE/MUNI ARPT FL","72000","00083326","1962-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","VERO BEACH/MUNICIPAL AIRPORT FL","72000","00089214","1962-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","COLUMBUS, GA","72000","00092166","1961-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SAN CLEMENTE/ISLAND NAAS CA","72000","00093117","1963-1989","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","TWENTYNINE PALMS/NAAS CA","72000","00093121","1961-1989","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","JACKSON/WSO KY","72000","00154202","1981-1990","","First Quartile","cm","6.3","","6.1","","1.8","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","4.8","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BATON ROUGE/WSO AP LA","72000","00160549","1961-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","WORCESTER/WSO AP MA","72000","00199923","1961-1990","","First Quartile","cm","19.6","","16.5","","12.4","",".3","",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","17.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","GULFPORT/MUNICIPAL ARPT MS","72000","00223671","1961-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ELKO/MUNICIPAL ARPT NV","72000","00262573","1961-1990","","First Quartile","cm","12.2","","3.6","","6.6","","1.3","","88888.8","1",".0","",".0","",".0","",".0","",".0","","2.5","","6.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","NEW YORK CENTRAL PARK, NY","72000","00305801","1962-1990","","First Quartile","cm","5.3","","2.8","",".8","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","1.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","WILMINGTON WSO AP, NC","72000","00319457","1961-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","MANSFIELD WSO AP, OH","72000","00334865","1961-1990","","First Quartile","cm","18.0","","18.0","","8.4","",".5","",".0","",".0","",".0","",".0","",".0","",".0","","1.0","","14.7","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","HARRISBURG/CAPITAL CI AP PA","72000","00363699","1961-1990","","First Quartile","cm","9.7","","7.1","","1.3","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","1.3","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","BRISTOL/TRI CITY, TN","72000","00401094","1961-1990","","First Quartile","cm","9.4","","3.0","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1",".5","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","OAK RIDGE, TN","72000","00406750","1962-1990","","First Quartile","cm","2.8","",".5","","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","88888.8","1","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SEATTLE NMFC, WA","72000","00457458","1961-1990","","First Quartile","cm","88888.8","1",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","KEY WEST/INTL, FL","72201","00084570","1961-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","MIAMI, FL","72202","00085663","1961-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","WEST PALM BEACH/INTL, FL","72203","00089525","1961-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","ORLANDO/JETPORT, FL","72205","00086628","1961-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","JACKSONVILLE/WSO AP FL","72206","00084358","1961-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","SAVANNAH/MUNICIPAL, GA","72207","00097847","1961-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","CHARLESTON/MUNICIPAL, SC","72208","00381544","1961-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","TAMPA/INT'L ARPT FL","72211","00088788","1961-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","TALLAHASSEE/MUNICIPAL, FL","72214","00088758","1961-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","MACON/LEWIS B WILSON ARPT GA","72217","00095443","1961-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
"UNITED STATES OF AMERICA","AUGUSTA/BUSH FIELD, GA","72218","00090495","1961-1990","","First Quartile","cm",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","",".0","","-9999.9","2","-9999.9","2"
